count, author, comment, isLiked?
493,Victor Ā,OnePlus honestly has best software,False
494,Gabriel Grecco,Try Motorola (if available where you live). They keep it as close to stock Android as possible,False
495,Bren Louis Surio,That's the beauty of Android. You prefer that  some people don't but those people can get exactly what they want.,False
496,Ushnish Roy,Yeah 😔,False
497,Anonymous,You can flash the pixel experience custom rom on many phones,False
498,GenesisGems,One plus  Motorola and Asus all have stock based roms,False
499,Bujaboy,@GAMIR_SFM Same,False
500,chavezchavo,Manufacturers won't do that because they will lose their identity. A whole lot of companies will lose money if they take that route.,False
501,Daniel,@Falcrows that's evidence of a badly calibrated battery rather than long battery life haha,False
502,U G Official,I actually dislike stock Android look. One UI is better in terms of design. It's one handed and really well designed aesthetically. But I know stock Android is pure (no skinning) and no bloatware.,False
503,Ajinkya Chavan,Go for oneplus,False
504,U G Official,@Ajinkya Chavan OnePlus copied One UI,False
505,Falcrows,@Daniel it's real lmao  the phone really did have an all-day battery life,False
506,el Pato Channel,I have android one,False
507,huzefa,@MrGuardianX most new phones last at least a whole day if not more,False
508,Pavel Deb,Thanks to custom roms and developers:),False
509,MrGuardianX,@huzefa no they don't. Especially not Pixel devices. I owned two and fuck them I won't ever go back.,False
510,Greynot,Go with Nokia,False
511,Muhammad Sopi Khan,Give a try MIUI 12,False
512,Afnan Khan,I prefer oxygen os or custom ROM,False
513,Zuhayr Zaheer,N N Tbh APPLE HAD THIS FOR MANY YEARS LOL 😂,False
514,Aliansya Agusta,@MrGuardianX there's is alot of phone that can do that,False
515,Sachidanand Prajapati,Use an Android one phone,False
516,A H,Motorala  nokia and A series of Mi gives stock android experience. Even asus too,False
517,Ravi Raj,Take motorola phone,False
518,Pavel Deb,@Muhammad Sopi Khan worse af,False
519,Muhammad Sopi Khan,@Pavel Deb You need to learn how to use MIUI! and yeah pushky ads are everywhere 🙄,False
520,Peachy.Meadows,I dont like bloatware so annoying tbh...,False
521,Pavel Deb,@Peachy.Meadows  Yeah stock android is what i prefer,False
522,MrGuardianX,@Aliansya Agusta apart from samsung and china phones no. But china phones are shitty in all other aspects. Samsung is okish if you don't care about manufacturer support.,False
523,Teesoar,@GAMIR_SFM same brother,False
524,Blinks,Nokia have android one,False
525,Aloukik Attrey,I have stock ui,False
526,Ankan Saha,@Victor Ā yeah but that won't be the case in the future since they are going to shift from stock like ui to a Samsung One ui like design which looks really weird,False
527,Memer Boi,OxygenOS is actually really clean and light,False
528,Arijit Biswas,Nokia also has a clean full android interface with no self promoted apps,False
529,Memer Boi,Arijit Biswas that is true  but their phones aren’t that good,False
530,Victor Ā,@Ankan Saha yeah that's honestly a bummer  we'll see how it plays out,False
531,Malik Lutfi,As MPM1 user I hope ASUS still use stock Android like UI. When I hold Xiaomi and Realme I feel like these UI too much bloatware and not effecient.,False
532,hoofhearted4,I use a launcher anyways haha.,False
533,Rudra N Roy,One UI is the best.,False
534,Victor Ā,@Rudra N Roy one ui has too much bloatware and becomes slow in a year,False
535,TH_LetGoMyLegos,@GAMIR_SFM sane,False
536,TH_LetGoMyLegos,@MrGuardianX mine can,False
537,Xbox and Windows Gamer,Stock android is kinda boring. I like custom uis and launchers,False
538,Victor Ā,@Xbox and Windows Gamer stock Android runs the smoothest and lasts the longest. You can download additional shit if it's not good enough for u,False
539,Ibrahim TGD,@Zuhayr Zaheer Android had some of these features before  but removed in development.,False
540,Ibrahim TGD,@Zuhayr Zaheer or something similar,False
541,⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻⸻,*CRIES IN ANDROID KITKAT 4.3*,False
542,Rares,cries in android 6.1,False
543,XXently,@NoobDoggo how to check if my phone has that many years,False
544,Ilya Lantukhov,cries in android 7,False
545,the man behind the slaughter,SAME!,False
546,the man behind the slaughter,@PsychoGoat same,False
547,George4All,Custom Rom,False
548,bnoufil,Laughs in Custom Roms,False
549,Mikeyy_carias,@PsychoGoat mines is android 9 but when android 11 comes out i get android 10 but after 10 itll be 11 so it might take a while,False
550,Kashif Ali,Haha.. 7 here 😭,False
551,The Gravelicious,Hah me too..,False
552,Oi •5 Tahun Yang Lalu•,Me andro 8 10,False
553,Steve Jobs,Cries in Android 5.0.2,False
554,Real Korakris,@LEGEND i use 8.1 Oreo,False
555,Meeko,I would go back to android 9,False
556,jay kumar,I'm using Android 4,False
557,Zuhayr Zaheer,Aloukik Attrey Tbh APPLE HAD THIS FOR MANY YEARS LOL 😂,False
558,Muffin Space,Android 10 for me :(,False
559,Rishit Shetty,Tantrums in Android 7,False
560,uNknOwn!,Me with Android 4.4.2 KitKat :yes,False
561,Rikka Chan,Cries in 4.4.2,False
562,Radhakrishna Telu,I'm using android 7 nougt 😂,False
563,Pardon Me?,Bruh  I'm android 4💪😌,False
564,UnivocalBrake,Same,False
565,psy cho,A have android 8.1.0 go education,False
566,Muhammad Fatur Rachman,cries in android 8,False
567,Night Day,n o i s e s,False
568,Mark Fernando,I'm with Android 12,False
569,I know you didn't listen to this at School,Me cries bcoz I bricked my phone,False
570,Tom Chu,Go for the Pixel!!,False
571,Mark Fernando,@Tom Chu he already have a pixel,False
572,BARHM OS,i uesing Android 7.0 ultra lite rom,False
573,Ansh Verma,m using 7 right now🙁,False
574,Aditya Narayansreejith,You're not at all alone🤣🤣🤣,False
575,Sayooj Garrix,Hold my lollipop 5.1.1,False
576,Heitor Sérgio,Cries in Android 10 🤚🥺,False
577,malika,Cries in Android 7,False
578,Jayadeva Mahendrakar,Me: cries in marshmallow OS noises,False
579,Mehmet Ali,I still have Android 6 :(,False
580,Samuil Dantchev,Cries in android 8,False
581,Jaden Anthony,@Real Korakris I use android 8.1.1 Oreo go edition,False
582,Dude Dude,Cries in Huawei,False
583,Kishore,Normal expression with android 10,False
584,Konca Celik,Android 3 😢😢,False
585,Anonymous Everywhere,martin mystere that's not ideal you lose everything,False
586,TheCalm Player,Cries in Android 4 kitkat,False
587,Gaming Sewing,I am using vivo y15 and has Android 9 no updates for my phone but for other  vivo phone they give like a mad man why vivo why,False
588,Jayant Rajput,Cries in android 10😂😂,False
589,Super gamer,Me cries in android 5,False
590,Lissa Marais,Me using Android 6 : Hold my laggy phone,False
591,Isaac Betancourt,Beautiful  intelligent and clean. Android is the best.,False
592,Nazuli Lyrics,My friend is using Android Ice cream Sandwich till this day 🤣🤣🤣,False
593,Denis Sulovic,iOS is better (writing on 11 pro max 😎👌🏻),False
594,Ruzel_ James,Android is really improving Im an Android user since android 4,False
595,__just.yuri__,Screen recorderMe with OneUI 2.1A21s Galaxy with no screen recorder(from Samsung),False
596,10 Ten,Simplicity loved by people's and Android makes everything simple:-),False
597,Everthing _YT,Samsung One UI has some Features a Litle bit longer like screen recordimg or the Dark Mode,False
598,Aditya Kumar,These updates are good but I do miss those timess when the next Android version would look completely different from the previous one,False
599,Creemsal Roaicd,when you realize your android phone can only updates software 2-3 years,False
600,Zevi,IDK y this showed up in my feed even tho I’m a apple user,False
601,திரு ஆச்சாரி,Love Android the Google version in pixel phone  so damn clean and beautiful 👍,False
602,santosh Upadhyay,Watching this video in Android 5.0.1 😂😂,False
603,Ujjal Das,Bring Android device recovery tool just like Windows device recovery tool so that we can reinstall the factory version of Android on our device,False
604,ACHYUT KRISHNA,I like Screen recording  notification history and power menu ... They look cool,False
605,Million subscriber without video,Iphone gonna apply this feature in 2030,False
606,skullduggerygillen,Rocking Android 7 on my xiaomi phone. Thank you Android eco system.,False
607,Zuplixer,dam this looks so nice  I’m still in android 8,False
608,EnderSpritz,Finally I wanna upgrade already from android 10,False
609,Walid Nira,Simple and useful features that we could've had long time ago . Humanity has a looong way to go,False
610,Wildan Argiyudha,Bubbles? I already applied it on developers option,False
611,Xbox and Windows Gamer,Don’t worry dude I feel sorry I only have android 9 I didn’t get 10 you can try rooting to get custom rom but be careful,False
612,Michelle Enderink,@Xbox and Windows Gamer I don't gonna do it if it has warnings,False
613,Zuhayr Zaheer,Chris Walker Tbh APPLE HAD THIS FOR MANY YEARS LOL 😂,False
614,Chris Walker,@Zuhayr Zaheer true. That's why it's super necessary to be on Android after all,False
615,Dark Shadow,@Zuhayr Zaheer yeah that's nice  but we don't remember asking,False
616,Zuhayr Zaheer,@Dark Shadow and we don’t remember asking you to say AnDrOiD HaD tHiS,False
617,Albin,Google is the LAST company to brag about privacy,False
618,Im gay,,Zuhayr Zaheer but he didnt say Android had it  unless he deleted a comment,False
619,Zuhayr Zaheer,@Im gay  bruh he deleted the comment ...,False
620,Austrin Ivander Fanly,@Zuhayr Zaheer android had widgets from day one. they also invented spotlight search.,False
621,One Egg, 1000 subscribers challenge,You can lol,False
622,One Egg, 1000 subscribers challenge,You just have to do it from the white bar,False
623,David Williams,@Dark Shadow burn 😂,False
624,Austrin Ivander Fanly,@Zuhayr Zaheer apple doesn't like jailbreaking  they try to patch and prevent it.,False
625,Zuhayr Zaheer,@Austrin Ivander Fanlybut they failed lol,False
626,Austrin Ivander Fanly,@Zuhayr Zaheer because iOS sucks.,False
627,Devendra Pal,Have you forget Nokia,False
628,Ibrahim TGD,@Arijit Biswas yeah true but nokia is more on the budget side. I still think their phones are great for a low budget and since spending tons of money on a phone isnt the best idea if you dont use phones much. I know theres such thing as like a30s etc but the stock experience  or one ui is really your choice.,False
629,Ibrahim TGD,@Devendra Pal nope. somebody just talked about it in the comments,False
630,Ha Ha The Hotdog,I like realme ui,False
631,moblue 289,you can buy any xiaomi phone and install google Rom on it,False
632,Steve Jobs,@Victor Ā not now  they're copying that shitty OneUI :(,False
633,Vishal Haldar,Same here😭,False
634,Herbi,Cries in Marshmallow,False
635,Dhrubo Karim,My friend uses Android 4,False
636,The Narrator,Hey you can update Android 9 to any version older versions only can't be upgraded,False
637,TheSerbianLogoEditor805 HD //TSYTP,Cries in Android 7,False
638,Vinni Gaming,Cries android 8,False
639,Yashwanth Vs,Weeps in Android 6,False
640,Apple Dude,cries in android 7,False
641,Marko P,I cried in Android 8 but then I used a custom ROM and now I cry in Android 10,False
642,『 ᴍɪɴᴇᴄʀᴀғᴛ ᴜsᴇʀ 』,cries in Android 9 too,False
643,Darth Omega,NOT COOL MAN IM ANDROID 4,False
644,Windows 8,Same dude,False
645,Danish Afwan,confused in windows mobile,False
646,Random Potato,Crying intensifies,False
647,apanda,@Parth Patel feelsbadman,False
648,Zaidan Dya,Cries in Android 6,False
649,Windows 7,im moving to android 10 in Decembet after the update,False
650,KIWwant2play phone history,Me too,False
651,Windows 7,Non-custom ROM.,False
652,Grzegorz Grela,I have 10 and I will have 11,False
653,Anime_Maniac02 02,Cries in android 6.1,False
654,Harry James Potter,Hmm I'm on like android 6 bro chill,False
655,Jr Sorita,Is there a possibility to have android 10 in Samsung J7 Pro?,False
656,RAGIT DUTTA,Marshmellow 😐😐😐😐,False
657,Ash Oleson,Same,False
658,Brandó,@Parth Patel upgrade,False
659,David Williams,Android 10 emui 10 definitely not getting android 11,False
660,Blue Reo,Cries in android 4.4.4,False
661,Dyaabs TV,Cries in Android 5,False
662,Ashok Ninave,Cries in Android 8.1,False
663,듀 쿠신리처드,🤣🤣🤣,False
664,CANCER GAMING /Raphael Solis,Me using miui 11 with android 9,False
665,Nikhil M Warrier,@NEWGEN 뉴젠 Vlogs ICS??? Damn! Is that even USABLE? It's 2020,False
666,M.Hassan TechZ,Android 10 but new device hope it supports Android 11...,False
667,M.Hassan TechZ,@jay kumar same I have a tablet which has Android ics,False
668,Nikhil M Warrier,@M.Hassan TechZ My device is brand new  but for reasons unknown  it shipped with Nougat,False
669,M.Hassan TechZ,@Nikhil M Warrier ok,False
670,Harsel Falah,Yeah my Asus Zenfone max pro m1 don't get android 10,False
671,CJ Navarro,cries in android 6,False
672,system 34,suicide on nokia.,False
673,TH_LetGoMyLegos,I just got updated to Android 10. Used to have 9,False
674,TH_LetGoMyLegos,@ULTA Edits my mom has 8.1 on her lg stylo 4. She was supposed to get 9 but for some reason no,False
675,Xbox and Windows Gamer,martin mystere I don’t want to root my device tho.. and most of my apps probably have root/jailbreak detectors.,False
676,To infinity and beyond. Whats beyond infinity?,Cries in Android 4.4,False
677,SoiSky,Cries in android 8,False
678,Cristine Mata,Is my oppo f7 compatible on androir 10?..,False
679,Dary Ahnaf Risqullah,Now im gonna root you android   cuz this fucki'n pie has no internal sound of recording,False
680,Umesh Sharma,@MemeMan I had an htc phone with Android 4.4.4 but now I bought new phone which is Android 10 😁😁,False
681,Stormy Two,Cries in Android 8,False
682,Aish Here,Cries in Android 8.0 with Samsung experience UI 😭,False
683,Alvin Reed,The next big question is when will it release for the for the OnePlus 7T,False
684,XBGamerX 20,if no one has noticed yet  the time in the top also says 11:00  representing the version,False
685,Har Chan,Wow it's great! All can see the effort of android team! Hats off 💯,False
686,KittyCola 99,Lol  some of this is alredy avalible in MIUI/OneUI lmaoo,False
687,POKEMON go And Pubg mobile lite live,I'm still using Android version 9. Can anyone suggest me how I can update it to version 10? No root please...,False
688,YER 2003,But the problem is that OS is a RAM friendly and resource friendly,False
689,V I P E R,watching this on IOS (ipad) 😂😂😂,False
690,Evand Smith97,Android 11 is coming yet i am still waiting for android 10 update in my asus max pro m2 via fota  damn,False
691,Kaweesha Nethmika,Hope that samsung will give the screen recorder to budget phones,False
692,Jeed Tech,I stay in android 7 because have wps and EMIM changed,False
693,vishnu pep,Is there Multi Profile ( Second Space in Mi) Avaial in the coming Android 11 by default.?,False
694,Arpit Dubey,When this update will come in android one plss tell,False
695,Kirby The Arale,0:32 YESSSS NO NEED MOBIZEN,False
696,LOLCATpl TM,cries in Android 9 with non rootable phone,False
697,Silent Gamer,I just hope this update comes to my P30 Pro  I'm still on Android 10,False
698,Tanusree Kar,I Always  like Android as it is so clean and simple and easy to use. 🤩🤩 Keep it up !🤗🤟😁,False
699,Mohd Amir Naufal,When this android version will release,False
700,M64 Serrano,Some of those features are loved and enjoyed already in samsung devices. Its good to know that android will finally bring them across the whole flatform,False
701,Ashish Prakash,The question is 'Am I  getting Android update?',False
702,Rendou,Wow! You finnaly added screen recorder after 11 years.,False
703,Blazikentube,This is ironic cuz ios has everything besides the notification thing,False
704,Marc 808,@Denis Sulovic Oh boy 🤦,False
705,Assassin Master16,Sure it's better I mean I do love seeing huge sqare icons completly cover the background and I love a restricted ecosystem.I also love how iphones are becoming slower after every update and I love the copied widgets that apple implemented. Lovely stuff isn't it?Sarcasm,False
706,Anurag Sharma,Lol same,False
707,BoLu Rakkhos,@Pr0YT oppo f9 pro,False
708,BoLu Rakkhos,Is this available for oppo f9 pro,False
709,Anurag Sharma,@BoLu Rakkhos no you can get android 10 but i think if oppo provide an update then it can have a android 11 version!,False
710,Muhammad Fadhilah Akbar,Cries in oreo,False
711,이타치우치하,me with Mi A1😭,False
712,Tech Office,Laughs with Pixel Experience custom ROM.,False
713,Jim Kafou,cries android 5.2,False
714,Police of Memes,You better than me im used 8.1.0 lol,False
715,Ha Ha The Hotdog,Laughs in nokia 3310,False
716,Error No-Internet,Cries with Huawei + No Google Play Services + Only 1 major system update + No root support + Cannot unlock bootloader + Apps Crash all the time,False
717,Dell Dimesion E521,cries in 10,False
718,Tech Gamer,Laughs in Android 9,False
719,Μαλακας Κουραδακιας,martin mystere very easy🤡 you are also not gonna lost any data🤡,False
720,zues kuyukot,Atleast u have android 9 mine i'm still using lollipop version (5.1.1),False
721,暗いSkorpionDark,@zues kuyukot same,False
722,your mom is gay,Same;(,False
723,ahmed4363,Laugh in android 3,False
724,ahmed4363,@POCOGuy I can't use them,False
725,ahmed4363,@Johan T look it baffles you but one really that poor to have a phone running Android 3,False
726,Arrianus Unicus,I'm using android 8 🙂💔,False
727,David Ugono,Laughs in Android 10 custom ROM,False
728,Doni Atom,Just fix adaptive batery  its close my app automatically,False
729,.,watch this at 0.5x speed to actually comprehend the message  smh,False
730,Abishek De Fonseka,Waiting for Android 11 custom Roms for my device😁,False
731,ZURI,cries in having a huawei tablet and stuck on android oreo and cuz i have huawei tablet i dont get updates anymore,False
732,Ashish Ki Tips & Tricks,i need to stream my games on youtube with game audio and internal audio.. please fix it .. apple is so much better in this case,False
733,Tony_yeung,I'm loving it! Really enjoyed android 10  this look like QOL side are getting a lot better too!,False
734,Tom Chu,Android 11 makes everything smoother  and I'm pretty sure that's not my  illusion.,False
735,James Belkin,Bring back options for SMS Fallback in the Messages app! And add E2E encryption.,False
736,James Belkin,Bring back options for SMS Fallback in the Messages app! And add E2E encryption.,False
737,x space x,I'm still in Android 6 xD,False
738,James Belkin,Bring back options for SMS Fallback in the Messages app! And add E2E encryption,False
739,WG Tech,Muito Top O Android 11 - Brasil 🇧🇷,False
740,知らない人,That one time privacy permission is great :),False
741,Nishant Neupane,Will Mi A3 get this update ?Me :- Definitely,False
742,Draxxzy,The Notification Is Really Helpful For Meeting Notification,False
743,As Sai Muthu,Eagerly Waiting ❤️ .. Android always  Rocks,False
744,LoneLY one,Give game booster and screen recorder  and change clock wedget with some good one  wifi calling  fingerprint animations on amoled phones,False
745,Shubham Soni X-B,google play has a lot of login problems in virtual spaces.,False
746,Gaming with Xander,Tell samsung companies to give android updates into j2 6 or other android 6 devices😅😅,False
747,Foysal hasan Shakil,When it going roll out to every Pixel device using Pixel 2 xl still haven't got the update,False
748,Xbox and Windows Gamer,Ik it’s a feature iOS has had for years,False
749,Rendou,@Xbox and Windows Gamer and that is sad,False
750,Foaad Hisham,The screen recorder is in most android phones,False
751,Rendou,@Foaad Hisham I know  but not in stock android,False
752,Assassin Master16,Nah you will probably be getting harmony OS since Google won't be supporting Hawaii devices,False
753,JavaScript,I'm pretty sure that feature exists for every OneUI 2.0 and greater devices.,False
754,Energized A.G.O,@JavaScript it does,False
755,Palash Baruah,That screen recording feature is already available in many budget phones (custom UI) for years now. Google is just copying the idea from other phone manufacturers.,False
756,Mardo Gamer,I'm using my galaxy A51 on one ui 2.3 and I have it !,False
757,Micah Garnett,You have to get One UI 2 on your Samsung phone if you want built in screen recording.,False
758,Kaweesha Nethmika,@Micah Garnett I have one ui 2 but it's didn't come with the screen recorder,False
759,talkpls,@Kaweesha Nethmika my old A7 2018 has screen recording w one ui 2,False
760,mj,mine doesnt and i have to use nice shot to force the screen recorder to work. its capped at 30fps tho very sad,False
761,mj,@Mardo Gamer pretty sure one ui 2.3 doesnt exist..,False
762,Micah Garnett,@Kaweesha Nethmika that's weird  I wonder why you don't have it.,False
763,Gaurav,Laughs in Android 11  thanks custom rom devs.,False
764,Mauro Alessandrini,All very cool  it would be time to give a renewal to the graphical interface  perhaps to the icons.,False
765,imanmurisi,While everyones at android 11  im still at android 1 bruh,False
766,Jensen Marshel,I got this update on my pixel 4 yesterday and I have spent some time with it. Its a really cool update. The new media control for music in the notification shade is awesome!,False
767,RØÇKY Dsz,It's all okay  but when it will come on Oppo phone 😂,False
768,Guardian Angel,I stay use in android 7😭,False
769,Zenko,Finally a screen recorder 😭❤️❤️,False
770,Jayrryme Oel Valdez,iPhone users be lyk: 👁️👄👁️,False
771,iKingRPG,I miss my pixel  maybe I will buy a 4a when I can find it at $249 or something 👀,False
772,Shlofty Intous,I dont care everything  0:33 Thats we REALLY Need !,False
773,Diya Narayan,It's UI  controls.... Man! Love it!,False
774,Dina Rahmawati,Android 10 blm dpt udh kluar aja yg 11 android 9 menangieeeess melihat ini:'),False
775,Tanusree Kar,Will an Android 11 come in my galaxy A2 core?,False
776,Averything,Android operating system has always been more amazing and modern than iOS.,False
777,Asyiqin Zulkifli,So  pleading emoji~,False
778,Lionel Cepeda,Waiting on my pixel 2 XL,False
779,Tanvir Shafi,Please try atleast 4 years of updates on Pixel devices! And optimization on every other devices.,False
780,Md Riadul Kamal Jisan,I watch this video with my 5.1 version phone 😂😂,False
781,Chris,Watching This While My Phone Is Currently On Android 9 OS huhu,False
782,James,I can't get the Bubbles to work at all. I have everything enabled in settings and in Messages... They don't show up. Running Pixel 3 XL,False
783,GenesisGems,E2E isn't good enough. Use the Signal app,False
784,aRUnKA,@GenesisGemsWhatsapp is also pretty secure  which is what most people use anyways,False
785,GenesisGems,@aRUnKA it's secure to outsiders but whatsapp has full access to your metadata and shares it to facebook. That metadata is then used for advertisement and sold to other companies.,False
786,aRUnKA,@GenesisGems hmm true  I just wanted to point out that android didn't need to implement its own specific messaging apps. There are plenty of great 3rd party options  and this could interfere with other businesses.I see it compared to iMessage all the time  but honestly apple has some extremely anti-competitive policies --android is a much more even playing field  for 3rd party apps  i wouldnt want that to change.,False
787,hoofhearted4,Default E2E would be awesome. Getting people to use Signal is almost impossible.,False
788,GenesisGems,@hoofhearted4 I agree. Signal's level of security would need to be mandated by law in order for that level of protection to be widespread. Your average consumer is too dumb or lazy to understand the importance,False
789,AdmiralD.rifter,The A51 has it if youre looking for one. Excellent phone.,False
790,olly nweze,@Kaweesha Nethmika check button order,False
791,Rix Zin,@Kaweesha Nethmika Same. I'm on a Galaxy A205U  and no screenrecorder,False
792,Kaweesha Nethmika,@olly nweze I don't even have Quick Share,False
793,Kaweesha Nethmika,@Rix Zin 😔😔,False
794,olly nweze,@Kaweesha Nethmika you need to sign up for Google beta testing it's not officially out till Android 11,False
795,Saakshar Shah,@JavaScript nope  I have a galaxy m21 with one ui 2.0 but it doesn't have a screen recorder. Its for the A series and the flaghship Samsungs  I hope they add screen recorder to the budget samsungs out there. Actually  the game launcher does have the screen recording feature but that only works with games  not other apps.,False
796,aRUnKA,@Palash BaruahIt's not about "copying". Third party recording apps have existed for years. It's about implementing a feature that is able to run on hundreds of devices  and form factors  not just a single one.,False
797,Palash Baruah,@aRUnKA Honor  Huawei  Realme  Oppo  Samsung already sold millions of devices with that feature  not just 'a single one'.,False
798,aRUnKA,@Palash BaruahI don't think you understood. I meant implementing features on individual devices  instead of making software that runs on all android phones.Google improves APIs  security  etc that change even the way your phone performs. It's not the same as simply adding features on top of the OS.Screen recording is nothing big  it's not even stolen from other OEMs  as apps have had this functionality for a while. But you weren't able to record internal audio  without certain privacy convcerns.,False
799,Flaying Cat,they already did my samsung A50 got that feature,False
800,Flaying Cat,@Saakshar Shah well my samsung A50 with OneUI 2.0 got that screen recording feature,False
801,Saakshar Shah,@Flaying Cat yeah thats what I told  A series get these features but now the m51 which has been launched recently  has screen recorder as well as nfc  but no knox features  secure folder  etc. Thats why A series phones are priced little higher,False
802,Prathamesh Gawde,All these stock features will be ruined by..OppoVivoRealmeetc.. etc..😅Only option left is to use Pixel phone,False
803,Sankalp Kotewar,Everything is already present in current versions of android or can be brought in via some app. Where's the innovation? The video animation seems more innovative to me than the entire list of features of Android 11. Come on guys!,False
804,Tìwi Tiwí,im still using galaxy a5 2016 with android 7 😭,False
805,Hansen,cries in android 6 :'),False
806,Yash panchal,When its globle amd stable version Arriving?,False
807,CHEONG LIP KEN -,I don't even have Android 10 in my realme x2 pro!!!,False
808,Greg Paper,So basically clean android gets features that are realized on custom roms years ago:)But not complaining  google makes it better than amateur volunteers.,False
809,Thalia McBean,Can older versions of android like android 5.0 or 8.0 get this update?,False
810,Dinnye Sensei,The best android has come out right now!,False
811,Aditya Rege,Brilliant. Hella excited for this!,False
812,RAWLT ADI,Screen recorder😭😭finally,False
813,Renaldi Hendra Irawan,that moment when you still use android 9,False
814,RedRone,when will dual audio come?connect 2 bluetooth speaker to one,False
815,M64 Serrano,I'm looking forward for Samsung's implementation of the Segregated Notif thingy hahahhahah. That's one of my frustration both in ios and android hahahahha the notif clutter,False
816,gaiskerein,Permission auto resetOkay now we're talking.,False
817,TECHNICAL CHASKA,Is android 11 fully optimized,False
818,RandomPortal,Build in screen recorder! Thanks that's really good for people like me who make videos thanks,False
819,Kirk Napigkit,I wish samsung j5 prime has android 11 updates😢,False
820,Xx_WeebKiller_xX,I don't think my j6 has the update but everything seems cool about android 11,False
821,ROUSHAN KUMAR,When did it come for my phone,False
822,The Aviationist Khizr,Same here. Pixel 2 squad.Funny thing is this solid 3 year old phone gets the update before S20Ultra,False
823,Felix Jesus Dauzon Jr.,Ayyee you think it comes out today for us,False
824,The Aviationist Khizr,@Felix Jesus Dauzon Jr. Already got it So smoooooooth,False
825,Ricardo Alonso Music,My Pixel 2XL has already gotten the notification to update!,False
826,mayur gatare,And I am still waiting for Pixel 2 😞,False
827,Khairul Hafiz,Personally  Android is lacking only one thing. I'm using Samsung and this thing bugs me a lot. They really have to start working on camera quality on social media apps. I know it's hard but I think it is feasible. I'm all in for the filter on instagram and snapchat but the camera quality is just disappointing...,False
828,Flaying Cat,@Khairul Hafiz its just the app developer that don't want optimise it  its not android fault,False
829,Khairul Hafiz,@Flaying Cat Is it? I didn't know that. But can't Google at least try to do something about it? Maybe talk to them 🙃 I heard someone said it could be done thru API versions. It might be tedious but it's such a drawback..,False
830,Ervan 2607,@Khairul Hafiz there are lots of brand and phone so they can't optimise it all,False
831,KENT CARGOPH,Nahhh android 10 supports that,False
832,blackd lotus,Dang it i just got a new android 10 and now theres the 11,False
833,Ankit Ahlawat,1:08  😂Come on Google,False
834,X_North_X,Omg I have never seen android version 11 looks like iphones a lot,False
835,Noseporque Esminombre,Nooo esperar 1 año más para que se actualize :( yo necesito el contador de FPS.,False
836,Bloods Dany YT,Android wé need more privacy like Apple and apple lovers really fun 9f me with my android use please privacy first ❤️,False
837,Razor Raiden,I..i...i just upgrade to android 10...Aaah forget it,False
838,The Cruyff Way,Hmm  I'll download the ROM on my s8+,False
839,VJYO - FX,imagine trying to record an audio note and android going like nOpe,False
840,Lucas Ferreira,We aready have it with Samsung's Android with One UI,False
841,ArafSpidey,0:17 Aunt May,False
842,First Man,I already have all these features on my samsung,False
843,shafira pramesi 19-170,Will Xiaomi Mi A2 got the android 11 update?,False
844,Prince Of Ice Gacha,1:27 YES!!!,False
845,Alvin Lenin,Stuck on Android 9 cuz of Samsung. I wish Google made better specs on their phones.,False
846,кing yυsυкє,I'm going to have a Android 11,False
847,Farnanza Fatra 2 P,Yo   few days ago i'm just updating my phone to Android 10 and One UI 2.0   And now Android 11 was released   i hope the  Android 12 was release maybe in 4 - 6 month again   so i couldn't be late for the next Android update,False
848,Nishadh,What ever version come but only lollypop brought a revolution in Android os,False
849,HunterDixonRick The Walking Dead News Everyday,always no solution to power consumption in Android.... Every time it is worse 🤷‍♂️,False
850,El Zion,Most of these functions  are already on Samsung One Ui.. guess its safe to say Samsung  set the  pace again for  Android 11 as it did 10,False
851,Secundaria,I need that wallpaper :3,False
852,Nishant Jaiswal,Get an M51,False
853,Xx_WeebKiller_xX,@Nishant Jaiswal I will buy an a51 in the end of the year so I'm not worried,False
854,Khairul Hafiz,@Xx_WeebKiller_xX yes if you're looking for a perfect midrange phone  Samsung A51 is the best. Currently using A50 and I'm jealous of the punch hole notch. It gives a clean look!,False
855,vancevoj,OnePlus tends to preserve stock features  if anything  improve upon them.,False
856,INムCheese567 codm,@vancevoj ahahaha oxygen os 11 is beyond ruined af now. Oneplus ain't no good company  it's all about revenue.,False
857,vancevoj,@INムCheese567 codm It isn't ruined.... even by the slightest. And that is the point to own a business  to make a profit.... What's the issue exactly?,False
858,Adamya Dhiman,@INムCheese567 codm Bro  we get oneplus for its improvements and speed. Oxygen os 11 is improved in looks and comfort and it is just as fast and clean. Get a pixel if you want to be a conservative,False
859,Ringtonezoid,Not true,False
860,Adamya Dhiman,@Ringtonezoid what?,False
861,JEFF FRANK,Yeah I thought OnePlus and pixel phones had good stock androidThen OnePlus killed that with Android 11So I guess it's only pixel with clean android osAnd nokia ???Idk,False
862,ADARSH Tiwari,still one ui would be better because samsung provides more features than google pixel pixel only has stock features not one ui advance features,False
863,ADARSH Tiwari,@vancevoj defective hardware oneplus should stick with flagship market,False
